event_record_id,event_id,event_date_id,site_id,person_id,equipment_id,activity_id,cause_id,event_type,severity_class,process_safety_tier,recordable_flag,lost_time_flag,fatality_count,days_lost,restricted_days,spill_volume_l,incident_cost_usd,downtime_hours,regulator_reportable_flag
10816,HSE-2023-010816,20231016,7,422,0,15,17,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,131.83,0.61,0
10817,HSE-2021-010817,20210303,6,601,0,38,10,Restricted Work Case,Moderate,N/A,TRUE,N,0,0,8,0.0,22150.46,3.13,0
10818,HSE-2024-010818,20241221,5,2451,488,28,10,Spill / Release,High,N/A,FALSE,N,0,0,0,20660.91,305337.72,59.61,1
10819,HSE-2021-010819,20211229,9,1795,0,34,29,First Aid Case,Low,N/A,FALSE,0,0,0,0,0.0,91.59,0.37,0
10820,HSE-2022-010820,20220201,6,0,0,30,13,Near Miss,High Potential,N/A,No,N,0,0,0,0.0,125.29,0.15,0
10821,HSE-2023-010821,20230406,12,0,0,8,2,Property Damage,Moderate,N/A,N,No,0,0,0,0.0,12676.12,9.29,0
10822,HSE-2026-010822,20260220,5,611,578,25,12,First Aid Case,Low,N/A,FALSE,FALSE,0,0,0,0.0,186.38,0.2,0
10823,HSE-2025-010823,20250508,5,600,123,1,14,Environmental Non-Conformance,Moderate,N/A,N,No,0,0,0,22.3,1174.97,0.3,1
10824,HSE-2025-010824,20250929,5,0,142,4,15,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,225.68,0.25,0
10825,HSE-2021-010825,20210821,7,1611,493,29,8,Lost Time Injury,Major,N/A,Yes,1,0,32,0,0.0,181319.52,76.59,1
10826,HSE-2024-010826,20240110,5,1498,0,29,24,First Aid Case,Low,N/A,FALSE,N,0,0,0,0.0,98.08,0.37,0
10827,HSE-2022-010827,2022-08-27,7,2316,281,54,24,Spill / Release,High,Tier 3,FALSE,No,0,0,0,448.41,22869.22,5.28,1
10828,HSE-2021-010828,20210309,8,272,408,30,7,Vehicle Incident / Accident,Moderate,N/A,0,N,0,0,0,0.0,13346.72,2.34,0
10829,HSE-2021-010829,20210501,9,1223,0,47,21,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,92.72,0.13,0
10830,HSE-2025-010830,20250827,6,1920,0,18,29,First Aid Case,Low,N/A,N,N,0,0,0,0.0,47.46,0.34,0
10831,HSE-2025-010831,20251008,11,0,74,57,7,Unsafe Condition,Low,N/A,N,N,0,0,0,0.0,54.55,0.46,0
10832,HSE-2026-010832,20260617,4,1007,494,60,2,Vehicle Incident / Accident,Moderate,N/A,No,N,0,0,0,0.0,12976.45,3.69,0
10833,HSE-2023-010833,2023/12/10,12,989,0,41,18,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,33.2,0.07,0
10834,HSE-2026-010834,20260131,6,2270,210,52,22,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,64.39,0.02,0
10835,HSE-2025-010835,20250714,8,1039,0,15,29,Lost Time Injury,Major,N/A,Yes,1,0,14,0,0.0,48377.49,17.22,1
10836,HSE-2021-010836,20210130,5,2147,25,15,12,Near Miss,High Potential,N/A,FALSE,N,0,0,0,0.0,90.03,0.09,0
10837,HSE-2021-010837,20211205,4,0,282,2,20,Property Damage,Moderate,N/A,No,No,0,0,0,0.0,4616.18,2.23,0
10838,HSE-2025-010838,20250510,6,150,70,18,5,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,67.79,0.97,0
10839,HSE-2026-010839,20260610,3,1941,354,60,11,Environmental Non-Conformance,Moderate,N/A,N,0,0,0,0,453.07,15906.55,8.33,1
10840,HSE-2026-010840,20260724,9,0,530,19,2, near miss ,High Potential,N/A,0,No,0,0,0,0.0,27.37,0.5,0
10841,HSE-2023-010841,20230826,12,2360,0,27,24,Medical Treatment Case,Moderate,N/A,Y,N,0,0,0,0.0,2486.79,6.71,0
10842,HSE-2023-010842,20230909,7,1348,493,33,17,Medical Treatment Case,Moderate,N/A,TRUE,0,0,0,0,0.0,1042.08,4.02,0
10843,HSE-2023-010843,20230926,6,1545,0,24,7,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,73.37,0.08,0
10844,HSE-2023-010844,20231207,6,2206,321,30,20,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,59.05,0.14,0
10845,HSE-2021-010845,20210517,10,180,323,17,25,Vehicle Incident / Accident,Moderate,N/A,N,FALSE,0,0,0,0.0,22096.73,6.54,0
10846,HSE-2024-010846,20241114,6,1748,0,14,26,First Aid Case,Low,N/A,0,N,0,0,0,0.0,164.59,0.49,0
10847,HSE-2025-010847,20250106,9,0,0,33,24,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,96.78,0.4,0
10848,HSE-2023-010848,20231009,7,0,0,22,8,Environmental Non-Conformance,Moderate,N/A,N,0,0,0,0,9.63,1971.14,0.71,1
10849,HSE-2021-010849,20210219,3,1914,196,5,7,Spill / Release,High,Tier 2,N,No,0,0,0,2770.41,52607.31,7.76,1
10850,HSE-2023-010850,20230506,11,1490,21,47,20,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,47.85,0.13,0
10851,HSE-2025-010851,20250619,1,0,0,59,1,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,87.3,0.1,0
10852,HSE-2025-010852,20251121,4,0,0,21,11,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,128.96,0.32,0
10853,HSE-2025-010853,20250116,2,1561,0,47,22,Unsafe Condition,Low,N/A,0,0,0,0,0,0.0,44.04,0.52,0
10854,HSE-2024-010854,20240111,4,378,351,17,15,Lost Time Injury,Major,N/A,Y,TRUE,0,9,0,0.0,235801.66,57.33,1
10855,HSE-2025-010855,20250728,6,2014,395,9,9,Spill / Release,High,Tier 2,0,N,0,0,0,15425.42,237613.56,54.12,1
10856,HSE-2023-010856,20230708,2,0,576,50,10,Spill / Release,High,Tier 1,0,0,0,0,0,9348.39,169384.57,40.07,1
10857,HSE-2025-010857,20250412,10,2034,0,58,19,Unsafe Condition,Low,N/A,No,0,0,0,0,0.0,142.4,0.87,0
10858,HSE-2026-010858,20260217,1,2167,304,2,27,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,52.89,0.52,0
10859,HSE-2022-010859,20220528,7,269,0,34,9,Near Miss,High Potential,N/A,No,0,0,0,0,0.0,32.23,0.29,0
10860,HSE-2026-010860,20260604,2,0,322,39,4,Near Miss,High Potential,N/A,N,0,0,0,0,0.0,78.56,0.24,0
10861,HSE-2023-010861,20230704,1,1367,290,20,23,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,181.86,0.35,0
10862,HSE-2023-010862,20231022,6,2460,0,27,10,Near Miss,High Potential,N/A,N,FALSE,0,0,0,0.0,135.84,0.84,0
10863,HSE-2022-010863,20220409,8,1190,0,32,14,Process Safety Event,High,Tier 1,No,N,0,0,0,16340.76,138219.76,83.99,1
10864,HSE-2026-010864,20260519,12,0,0,48,12,Near Miss,High Potential,N/A,No,N,0,0,0,0.0,193.54,0.1,0
10865,HSE-2024-010865,20240702,10,2279,0,29,14,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,51.41,0.02,0
10866,HSE-2026-010866,20260713,4,2045,0,51,16,Vehicle Incident / Accident,Moderate,N/A,FALSE,N,0,0,0,0.0,18537.1,10.88,0
10867,HSE-2025-010867,20250901,8,176,413,42,17,Unsafe Condition,Low,N/A,No,0,0,0,0,0.0,39.25,0.18,0
10868,HSE-2025-010868,20250118,4,319,0,53,16,Medical Treatment Case,Moderate,N/A,1,N,0,0,0,0.0,3049.01,3.43,0
10869,HSE-2023-010869,20230304,12,2297,0,52,17,Vehicle Incident / Accident,Moderate,N/A,No,No,0,0,0,0.0,11996.57,7.36,0
10870,HSE-2025-010870,20251228,9,1286,269,58,28,First Aid Case,Low,N/A,N,0,0,0,0,0.0,451.14,0.77,0
10871,HSE-2023-010871,20230721,4,1695,310,32,23,First Aid Case,Low,N/A,0,N,0,0,0,0.0,125.22,0.11,0
10872,HSE-2022-010872,20220402,8,2148,199,44,12,Vehicle Incident / Accident,Moderate,N/A,No,N,0,0,0,0.0,10460.25,5.14,0
10873,HSE-2024-010873,20241022,10,2495,0,29,13,Unsafe Condition,Low,N/A,0,0,0,0,0,0.0,56.53,0.47,0
10874,HSE-2024-010874,20241228,1,42,63,17,12,Spill / Release,High,N/A,FALSE,0,0,0,0,2079.89,40851.42,49.22,1
10875,HSE-2026-010875,20260625,4,0,552,49,28,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,42.63,0.25,0
10876,HSE-2022-010876,20220916,9,609,317,3,15,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,67.7,0.08,0
10877,HSE-2024-010877,20240918,9,907,0,29,14,Unsafe Condition,Low,N/A,FALSE,N,0,0,0,0.0,58.76,0.4,0
10878,HSE-2024-010878,20241117,4,1666,175,35,24,Near Miss,High Potential,N/A,N,0,0,0,0,0.0,67.86,0.05,0
10879,HSE-2023-010879,20230806,7,0,0,29,5,Unsafe Condition,Low,N/A,FALSE,0,0,0,0,0.0,80.72,0.39,0
10880,HSE-2024-010880,20240825,3,0,0,21,28,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,55.5,0.29,0
10881,HSE-2023-010881,20230123,9,1661,455,54,7,Process Safety Event,High,Tier 3,No,0,0,0,0,2288.19,73836.14,8.31,0
10882,HSE-2025-010882,20250704,3,2038,293,32,2,First Aid Case,Low,N/A,No,No,0,0,0,0.0,127.41,0.23,0
10883,HSE-2021-010883,20210831,5,1716,427,21,26,First Aid Case,Low,N/A,FALSE,No,0,0,0,0.0,66.72,0.03,0
10884,HSE-2025-010884,20251229,2,323,104,60,23,Lost Time Injury,Major,N/A,TRUE,Yes,0,59,0,0.0,57122.36,11.04,1
10885,HSE-2025-010885,20250408,1,1441,0,46,19,Spill / Release,High,N/A,FALSE,No,0,0,0,2124.48,38865.81,4.45,1
10886,HSE-2025-010886,20251113,2,2346,0,49,17,NEARMISS,High Potential,N/A,N,No,0,0,0,0.0,92.97,0.03,0
10887,HSE-2024-010887,20240902,8,1597,53,46,19,Near Miss,High Potential,N/A,0,FALSE,0,0,0,0.0,60.04,0.22,0
10888,HSE-2021-010888,20211204,9,821,0,26,12,Spill / Release,High,Tier 2,No,0,0,0,0,6711.4,89323.64,82.26,1
10889,HSE-2021-010889,20210212,3,314,0,48,24,First Aid Case,Low,N/A,0,0,0,0,0,0.0,74.81,0.23,0
10890,HSE-2021-010890,20211223,3,787,294,40,26,Process Safety Event,High,Tier 3,No,0,0,0,0,205.17,21795.36,15.11,0
10891,HSE-2022-010891,20220908,3,276,423,17,6,Near Miss,High Potential,N/A,0,No,0,0,0,0.0,163.31,0.15,0
10892,HSE-2021-010892,20210826,9,1492,0,3,24,Near Miss,High Potential,N/A,0,0,0,0,0,0.0,29.36,0.06,0
10893,HSE-2025-010893,20250528,4,0,348,30,8,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,44.77,0.43,0
10894,HSE-2021-010894,20210908,9,1562,0,18,24,NEARMISS,High Potential,N/A,N,No,0,0,0,0.0,34.98,0.05,0
10895,HSE-2023-010895,20230603,9,745,401,57,14,Near Miss,High Potential,N/A,FALSE,N,0,0,0,0.0,80.66,0.06,0
10896,HSE-2024-010896,20240824,8,521,0,21,16,First Aid Case,Low,N/A,N,No,0,0,0,0.0,113.48,0.32,0
10897,HSE-2024-010897,20241113,10,0,0,28,14,Near Miss,High Potential,N/A,N,No,0,0,0,0.0,173.86,0.41,0
10898,HSE-2025-010898,20250103,1,223,0,45,19,Medical Treatment Case,Moderate,N/A,TRUE,N,0,0,0,0.0,1054.32,1.82,0
10899,HSE-2025-010899,20250719,9,2483,311,34,10,Spill / Release,High,Tier 3,N,FALSE,0,0,0,3086.81,114917.53,44.21,1
10900,HSE-2025-010338,20260607,5,2056,0,11,2,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,65.64,0.0,0
10901,HSE-2022-010901,20220805,10,1519,323,33,3,First Aid Case,Low,N/A,N,0,0,0,0,0.0,148.63,0.52,0
10902,HSE-2023-010902,20230630,2,0,0,17,6,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,70.52,0.14,0
10903,HSE-2026-010903,20260321,2,1850,36,25,14,Process Safety Event,High,Tier 3,FALSE,N,0,0,0,1788.39,31597.07,31.36,0
10904,HSE-2022-010904,20220515,8,142,0,23,12,Medical Treatment Case,Moderate,N/A,1,0,0,0,0,0.0,3062.06,2.31,0
10905,HSE-2023-010905,20230905,10,1708,595,3,10,Property Damage,Moderate,N/A,FALSE,No,0,0,0,0.0,24665.4,39.86,0
10906,HSE-2021-010906,20210905,10,428,573,45,30,Vehicle Incident / Accident,Moderate,N/A,0,0,0,0,0,0.0,17374.64,21.37,0
10907,HSE-2021-010907,20210129,4,0,0,51,7,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,195.52,0.03,0
10908,HSE-2026-010908,20260602,10,1763,524,15,19,Medical Treatment Case,Moderate,N/A,Y,FALSE,0,0,0,0.0,3345.76,1.35,0
10909,HSE-2021-010909,20211107,6,291,410,24,11,First Aid Case,Low,N/A,FALSE,0,0,0,0,0.0,57.34,0.12,0
10910,HSE-2026-010910,20260623,6,0,344,47,12,Near Miss,High Potential,N/A,0,No,0,0,0,0.0,68.3,0.06,0
10911,HSE-2023-010911,20230417,11,0,463,19,14,Spill / Release,High,N/A,FALSE,N,0,0,0,3806.92,91488.24,77.81,1
10912,HSE-2022-010912,20220726,4,1756,0,4,11,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,53.09,0.26,0
10913,HSE-2023-010913,20230308,3,2394,436,51,23,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,35.96,0.1,0
10914,HSE-2024-010914,20240719,7,1149,0,28,5,Property Damage,Moderate,N/A,0,FALSE,0,0,0,0.0,9605.42,12.09,0
10915,HSE-2025-010915,20250704,3,605,213,5,29,Property Damage,Moderate,N/A,No,0,0,0,0,0.0,11541.92,25.13,0
10916,HSE-2022-010916,20220925,4,56,0,27,30,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,31.41,0.21,0
10917,HSE-2024-010917,20240204,11,987,0,57,20,First Aid Case,Low,N/A,No,No,0,0,0,0.0,169.97,0.19,0
10918,HSE-2024-010918,20240714,10,1468,564,59,9,Spill / Release,High,Tier 2,No,FALSE,0,0,0,17038.87,122343.35,162.44,1
10919,HSE-2025-010919,20250831,1,0,572,14,27,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,27.31,0.03,0
10920,HSE-2025-010920,20250602,7,1799,0,60,13,Restricted Work Case,Moderate,N/A,TRUE,N,0,0,28 days,0.0,66771.64,37.97,0
10921,HSE-2021-010921,20210304,4,0,0,11,11,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,107.06,1.14,0
10922,HSE-2023-010922,20230723,5,1469,329,51,8,Near Miss,High Potential,N/A,No,N,0,0,0,0.0,42.49,0.58,0
10923,HSE-2021-010923,20210531,3,2235,0,41,22,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,47.46,0.23,0
10924,HSE-2023-010924,20230206,2,1938,581,43,13,First Aid Case,Low,N/A,0,No,0,0,0,0.0,448.15,1.51,0
10925,HSE-2024-010925,20240505,4,2210,355,23,1,First Aid Case,Low,N/A,FALSE,No,0,0,0,0.0,121.51,0.2,0
10926,HSE-2025-010926,20250328,8,537,0,23,6,Unsafe Condition,Low,N/A,N,No,0,0,0,0.0,36.98,0.58,0
10927,HSE-2024-010927,20240909,3,0,71,56,14,Property Damage,Moderate,N/A,N,FALSE,0,0,0,0.0,12513.97,5.75,0
10928,HSE-2025-010928,20251128,8,229,38,52,13,Restricted Work Case,Moderate,N/A,TRUE,0,0,0,20,0.0,4241.28,1.02,0
10929,HSE-2022-010929,20220618,11,2115,229,42,29,First Aid Case,Low,N/A,N,0,0,0,0,0.0,381.93,0.81,0
10930,HSE-2023-010930,20230329,11,0,402,59,14,Vehicle Incident / Accident,Moderate,N/A,N,No,0,0,0,0.0,9771.41,15.36,0
10931,HSE-2022-010931,20221002,8,357,416,12,1,Spill / Release,High,Tier 2,FALSE,0,0,0,0,1028.87,36794.59,34.38,1
10932,HSE-2022-010932,20220514,5,1020,362,56,7,Vehicle Incident / Accident,Moderate,N/A,No,No,0,0,0,0.0,8864.09,3.11,0
10933,HSE-2022-010933,20220227,5,148,0,27,20,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,32.49,0.45,0
10934,HSE-2024-010934,20240203,1,20,290,56,30,Spill / Release,High,Tier 3,N,0,0,0,0,8872.84,118803.45,62.27,1
10935,HSE-2022-010935,20220411,1,616,430,17,15,Property Damage,Moderate,N/A,0,0,0,0,0,0.0,13313.05,7.78,0
10936,HSE-2024-010936,20240819,10,1363,0,4,29,Unsafe Condition,Low,N/A,0,N,0,0,0,0.0,32.44,0.22,0
10937,HSE-2023-010937,20231001,8,105,220,29,10,Process Safety Event,High,Tier 1,N,No,0,0,0,11732.29,259339.82,142.93,1
10938,HSE-2023-010938,20230712,8,0,416,55,7,Property Damage,Moderate,N/A,N,N,0,0,0,0.0,16700.15,29.44,0
10939,HSE-2022-010939,20221227,2,435,548,18,27,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,70.16,0.05,0
10940,HSE-2021-010940,20210720,3,0,206,21,27,First Aid Case,Low,N/A,N,N,0,0,0,0.0,144.02,0.02,0
10941,HSE-2022-010941,20220804,8,156,563,15,5,Near Miss,High Potential,N/A,0,FALSE,0,0,0,0.0,84.16,0.11,0
10942,HSE-2021-010942,20210225,3,1762,0,56,19,Restricted Work Case,Moderate,N/A,1,No,0,0,13,0.0,26936.19,5.94,0
10943,HSE-2022-010943,20220316,9,2430,347,17,6,Spill / Release,High,N/A,No,FALSE,0,0,0,133.78,10449.01,6.93,1
10944,HSE-2025-010944,20250613,7,0,0,32,5,Unsafe Condition,Low,N/A,FALSE,0,0,0,0,0.0,41.16,0.19,0
10945,HSE-2022-010945,20220724,11,0,0,53,17,Process Safety Event,High,Tier 2,N,No,0,0,0,2166.17,69378.05,18.78,0
10946,HSE-2025-010946,20250417,4,0,0,32,2,Unsafe Condition,Low,N/A,N,FALSE,0,0,0,0.0,42.2,0.08,0
10947,HSE-2022-010947,20220915,3,0,0,14,17,Process Safety Event,High,Tier 1,No,0,0,0,0,36.44,7738.94,26.21,1
10948,HSE-2023-010948,20230205,12,0,0,3,12,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,136.62,0.13,0
10949,HSE-2026-010949,20260724,4,893,0,58,9,First Aid Case,Low,N/A,FALSE,0,0,0,0,0.0,94.33,0.29,0
10950,HSE-2021-010950,20210319,7,1286,89,55,23,Medical Treatment Case,Moderate,N/A,TRUE,0,0,0,0,0.0,4324.12,6.7,0
10951,HSE-2026-010951,20260727,3,1815,433,16,26,Process Safety Event,High,Tier 2,0,FALSE,0,0,0,628.8,71158.92,25.08,0
10952,HSE-2021-010952,20210606,11,576,0,53,6,NEARMISS,High Potential,N/A,N,N,0,0,0,0.0,33.53,0.07,0
10953,HSE-2024-010953,20240123,7,485,519,40,22,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,33.47,0.34,0
10954,HSE-2021-010954,20211215,11,621,135,51,2,First Aid Case,Low,N/A,N,No,0,0,0,0.0,172.12,0.28,0
10955,HSE-2025-010955,20250626,8,113,0,47,23,Near Miss,High Potential,N/A,N,FALSE,0,0,0,0.0,67.69,0.21,0
10956,HSE-2021-010956,20210705,5,68,389,28,22,Environmental Non-Conformance,Moderate,N/A,No,No,0,0,0,13.48,2376.83,0.74,1
10957,HSE-2022-010957,20220224,3,0,213,17,7,Unsafe Condition,Low,N/A,FALSE,FALSE,0,0,0,0.0,94.7,0.33,0
10958,HSE-2024-010958,20240802,9,0,443,15,21,Near Miss,High Potential,N/A,No,FALSE,0,0,0,0.0,102.81,0.11,0
10959,HSE-2022-010959,20220427,8,0,0,49,12,Near Miss,High Potential,N/A,N,0,0,0,0,0.0,43.47,0.14,0
10960,HSE-2026-010960,20260529,10,1908,504,25,20,Near Miss,High Potential,N/A,FALSE,FALSE,0,0,0,0.0,78.82,0.09,0
10961,HSE-2026-010961,20260422,5,1919,26,52,9,Vehicle Incident / Accident,Moderate,N/A,No,No,0,0,0,0.0,11710.85,4.83,0
10962,HSE-2025-010962,20250711,5,1121,0,55,5,Near Miss,High Potential,N/A,No,No,0,0,0,0.0,124.78,0.17,0
10963,HSE-2021-010963,20210227,4,0,0,52,26,Unsafe Condition,Low,N/A,N,FALSE,0,0,0,0.0,90.76,0.74,0
10964,HSE-2022-010964,20220728,6,0,120,58,8,Process Safety Event,High,Tier 3,FALSE,0,0,0,0,1168.72,75971.33,19.31,0
10965,HSE-2026-010965,20260607,1,1953,31,47,20,Process Safety Event,High,Tier 3,No,N,0,0,0,78.63,9379.65,32.6,0
10966,HSE-2024-010966,20241228,7,2294,0,34,22,Unsafe Condition,Low,N/A,FALSE,N,0,0,0,0.0,43.79,0.14,0
10967,HSE-2026-010967,20260121,4,1344,310,46,12,Spill / Release,High,Tier 2,N,N,0,0,0,3321.91,71899.51,32.55,1
10968,HSE-2024-010968,20241006,1,1121,426,55,18,Process Safety Event,High,Tier 2,N,N,0,0,0,117.0,21811.5,7.47,0
10969,HSE-2025-010969,20251002,1,1640,0,52,10,First Aid Case,Low,N/A,0,N,0,0,0,0.0,724.18,1.94,0
10970,HSE-2022-010970,20220215,9,2328,141,28,8,Process Safety Event,High,Tier 3,0,No,0,0,0,813.59,38588.44,34.61,0
10971,HSE-2023-010971,20230825,5,875,0,55,14,Medical Treatment Case,Moderate,N/A,TRUE,No,0,0,0,0.0,15162.51,5.63,0
10972,HSE-2026-010972,20260718,10,650,16,55,18,Process Safety Event,High,Tier 2,N,FALSE,0,0,0,958.67,72307.91,88.18,0
10973,HSE-2023-010973,20230515,9,2268,0,27,26,Near Miss,High Potential,N/A,No,N,0,0,0,0.0,190.57,0.53,0
10974,HSE-2021-010974,20210703,3,2429,0,29,3,Medical Treatment Case,Moderate,N/A,Yes,FALSE,0,0,0,0.0,6210.67,1.17,0
10975,HSE-2022-010975,20220723,1,0,409,38,7,Unsafe Condition,Low,N/A,0,0,0,0,0,0.0,27.47,0.44,0
10976,HSE-2026-010976,20260403,5,1287,562,45,18,Process Safety Event,High,Tier 3,0,No,0,0,0,1586.75,78979.65,78.12,0
10977,HSE-2026-010977,20260502,9,0,311,54,29,Near Miss,High Potential,N/A,No,No,0,0,0,0.0,77.2,0.09,0
10978,HSE-2021-010978,20210917,5,1427,0,53,27,Unsafe Condition,Low,N/A,0,No,0,0,0,0.0,145.42,0.52,0
10979,HSE-2022-010979,20220225,3,466,433,46,15,First Aid Case,Low,N/A,N,No,0,0,0,0.0,395.18,1.97,0
10980,HSE-2025-010980,20250324,8,0,0,13,2,Unsafe Condition,Low,N/A,0,FALSE,0,0,0,0.0,23.82,0.17,0
10981,HSE-2024-010981,20240626,4,2027,0,29,11,Medical Treatment Case,Moderate,N/A,Yes,No,0,0,0,0.0,3147.18,10.58,0
10982,HSE-2024-010982,20241111,1,486,353,15,10,Near Miss,High Potential,N/A,No,0,0,0,0,0.0,102.08,0.64,0
10983,HSE-2024-010983,20240731,1,0,0,26,8,Unsafe Condition,Low,N/A,FALSE,No,0,0,0,0.0,96.3,0.16,0
10984,HSE-2023-010984,20230406,5,329,0,47,10,Unsafe Condition,Low,N/A,N,FALSE,0,0,0,0.0,63.62,0.41,0
10985,HSE-2021-010985,20210807,4,1730,0,12,10,Vehicle Incident / Accident,Moderate,N/A,0,FALSE,0,0,0,0.0,15805.4,8.04,0
10986,HSE-2023-010986,20231219,12,1467,0,46,22,First Aid Case,Low,N/A,No,FALSE,0,0,0,0.0,60.06,0.09,0
10987,HSE-2021-010987,20210207,12,59,0,22,2,First Aid Case,Low,N/A,FALSE,N,0,0,0,0.0,58.86,0.4,0
10988,HSE-2023-010988,20230827,1,390,304,37,22,Fire / Explosion,Major,Tier 2,FALSE,0,0,0,0,0.0,248825.29,240.0,1
10989,HSE-2021-010989,20211221,7,0,75,39,13,Fire / Explosion,Major,Tier 2,0,No,0,0,0,0.0,82296.52,114.94,1
10990,HSE-2025-010990,20251028,8,1457,324,19,15,Environmental Non-Conformance,Moderate,N/A,N,No,0,0,0,3.09,606.24,0.18,1
10991,HSE-2021-010991,20210122,4,1575,0,38,22,Near Miss,High Potential,N/A,N,N,0,0,0,0.0,44.26,0.3,0
10992,HSE-2025-010992,20250627,2,2328,90,31,23,Spill / Release,High,Tier 1,FALSE,N,0,0,0,820.95,16470.75,5.12,1
10993,HSE-2022-010993,20221031,3,1730,78,17,7,Unsafe Condition,Low,N/A,N,FALSE,0,0,0,0.0,53.1,0.14,0
10994,HSE-2022-010994,20221101,11,119,570,17,24,Property Damage,Moderate,N/A,0,No,0,0,0,0.0,67904.79,43.6,0
10995,HSE-2024-010995,20241028,7,0,0,8,6,Near Miss,High Potential,N/A,N,FALSE,0,0,0,0.0,71.69,0.04,0
10996,HSE-2026-010996,20260302,3,824,372,50,28,Spill / Release,High,N/A,FALSE,No,0,0,0,130.39,11945.19,1.48,1
10997,HSE-2024-010997,20240405,3,0,202,20,14,First Aid Case,Low,N/A,0,0,0,0,0,0.0,83.52,0.1,0
10998,HSE-2025-010998,20250202,4,460,181,30,7,First Aid Case,Low,N/A,N,No,0,0,0,0.0,170.6,0.15,0
10999,HSE-2023-010999,20230426,8,0,249,17,27,Near Miss,High Potential,N/A,0,N,0,0,0,0.0,80.56,0.41,0
11000,HSE-2023-011000,20231219,11,398,4,27,28,Unsafe Condition,Low,N/A,No,FALSE,0,0,0,0.0,34.61,0.36,0
11001,HSE-2025-011001,20250330,5,2204,197,39,30,Spill / Release,High,Tier 3,0,0,0,0,0,41.58,8721.87,1.74,1
11002,HSE-2022-011002,20220828,4,1238,0,42,22,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,73.7,1.67,0
11003,HSE-2021-011003,20211220,8,1212,0,27,29,Medical Treatment Case,Moderate,N/A,1,FALSE,0,0,0,0.0,3260.43,26.96,0
11004,HSE-2023-011004,20230806,10,1696,0,3,4,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,43.0,0.02,0
11005,HSE-2024-011005,20240728,11,1249,135,60,14,Process Safety Event,High,Tier 3,FALSE,No,0,0,0,9415.28,238333.84,240.0,0
11006,HSE-2025-011006,20250626,4,1729,525,15,12,Near Miss,High Potential,N/A,FALSE,No,0,0,0,0.0,35.83,0.05,0
11007,HSE-2025-011007,20250730,5,2216,110,1,18,Lost Time Injury,Major,N/A,Y,TRUE,0,47,0,0.0,102608.84,60.06,1
11008,HSE-2024-011008,20240217,3,955,0,27,12,First Aid Case,Low,N/A,FALSE,N,0,0,0,0.0,163.03,0.16,0
11009,HSE-2021-011009,20210111,5,1361,117,33,24,First Aid Case,Low,N/A,No,N,0,0,0,0.0,184.1,0.79,0
11010,HSE-2023-011010,20230517,8,0,0,1,10,Unsafe Condition,Low,N/A,N,0,0,0,0,0.0,29.24,0.26,0
11011,HSE-2025-011011,20251005,7,236,333,12,14,Restricted Work Case,Moderate,N/A,Yes,0,0,0,27 days,0.0,69253.21,5.75,0
11012,HSE-2025-011012,20250708,11,0,440,9,8,Process Safety Event,High,Tier 1,0,N,0,0,0,207.85,40653.39,41.81,1
11013,HSE-2022-011013,20220120,5,1369,0,52,15,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,88.23,0.04,0
11014,HSE-2024-011014,20240820,3,2397,0,11,19,Near Miss,High Potential,N/A,FALSE,0,0,0,0,0.0,25.79,0.11,0
