person_id,employee_id,employment_type,contractor_company,department,job_title,age_band_code,years_experience,training_status
1936,EMP-01936,Employee,None,Operations,Production Technician,2,3.2,Expired
1937,CTR-01937,Contractor,Prime Offshore Contractors,Laboratory,Laboratory Technician,2,4.7,Due within 30 days
1938,CTR-01938,Contractor,Delta Industrial Services,Operations,Process Operator,2,5.0,Due within 30 days
1939,EMP-01939,Employee,None,Marine,Marine Technician,3,11.2,Current
1940,EMP-01940,Employee,None,Drilling,Roustabout,2,1.4,Current
1941,CTR-01941,Contractor,PetroMaint Solutions,Security,Security Supervisor,3,4.6,Due within 30 days
1942,EMP-01942,Employee,None,Security,Security Officer,2,10.0,Expired
1943,CTR-01943,Contractor,PetroMaint Solutions,Operations,Operations Supervisor,2,0.3,Current
1944,CTR-01944,Contractor,Prime Offshore Contractors,Logistics,Driver,2,7.5,Expired
1945,EMP-01945,Employee,None,Projects,Construction Supervisor,3,4.3,Due within 30 days
1946,EMP-01946,Employee,None,Marine,Marine Supervisor,3,7.3,Current
1947,EMP-01947,Employee,None,Drilling,Roustabout,3,3.5,Current
1948,EMP-01948,Employee,None,Marine,Deck Officer,2,4.9,Due within 30 days
1949,EMP-01949,Employee,None,Engineering,Process Engineer,2,3.4,Current
1950,CTR-01950,Contractor,Coastal Logistics Ltd,Engineering,Process Engineer,2,4.3,Due within 30 days
1951,EMP-01951,Employee,None,Security,Security Officer,3,2.3,Current
1952,CTR-01952,Contractor,Coastal Logistics Ltd,Engineering,Electrical Engineer,2,6.4,Current
1953,EMP-01953,Employee,None,Projects,Project Engineer,3,7.1,Current
1954,CTR-01954,Contractor,Prime Offshore Contractors,Logistics,Logistics Coordinator,4,12.1,Current
1955,CTR-01955,Contractor,Atlantic Marine Support,Projects,Field Engineer,3,4.1,Due within 30 days
1956,EMP-01956,Employee,None,Laboratory,Chemist,2,3.7,Current
1957,EMP-01957,Employee,None,Operations,Control Room Operator,4,20.1,Current
1958,EMP-01958,Employee,None,Security,Security Supervisor,2,3.9,Current
1959,CTR-01959,Contractor,Atlantic Marine Support,Security,Security Officer,5,21.4,Current
1960,CTR-01960,Contractor,SafeBuild Engineering,Drilling,Assistant Driller,2,2.4,Due within 30 days
1961,CTR-01961,Contractor,Integrated Drilling Services,Logistics,Warehouse Technician,2,11.5,Current
1962,CTR-01962,Contractor,Delta Industrial Services,Engineering,Process Engineer,1,0.7,Current
1963,EMP-01963,Employee,None,Security,Security Officer,3,3.2,Expired
1964,CTR-01964,Contractor,PetroMaint Solutions,HSE,HSE Officer,4,9.3,Current
1965,EMP-01965,Employee,None,Logistics,Warehouse Technician,5,1.8,Current
1966,EMP-01966,Employee,None,HSE,HSE Advisor,4,9.0,Due within 30 days
1967,EMP-01967,Employee,None,HSE,HSE Officer,2,3.0,Due within 30 days
1968,CTR-01968,Contractor,Atlantic Marine Support,Maintenance,Electrical Technician,4,11.0,Incomplete
1969,CTR-01969,Contractor,PetroMaint Solutions,Drilling,Drilling Supervisor,5,3.6,Current
1970,EMP-01970,Employee,None,Marine,Marine Technician,1,3.0,Current
1971,CTR-01971,Contractor,Coastal Logistics Ltd,Marine,Marine Technician,4,13.5,Current
1972,EMP-01972,Employee,None,Security,Security Officer,2,4.4,Due within 30 days
1973,EMP-01973,Employee,None,Logistics,Driver,3,8.5,Current
1974,EMP-01974,Employee,None,Operations,Production Technician,1,1.2,Current
1975,CTR-01975,Contractor,PetroMaint Solutions,Operations,Operations Supervisor,3,10.4,Current
1976,EMP-01976,Employee,None,Operations,Process Operator,3,12.4,Expired
1977,CTR-01977,Contractor,Coastal Logistics Ltd,Logistics,Logistics Coordinator,3,3.5,Current
1978,CTR-01978,Contractor,PetroMaint Solutions,Laboratory,Chemist,3,10.2,Due within 30 days
1979,CTR-01979,Contractor,Coastal Logistics Ltd,Security,Security Supervisor,2,5.3,Due within 30 days
1980,EMP-01980,Employee,None,Projects,QA/QC Inspector,2,4.2,Current
1981,CTR-01981,Contractor,Atlantic Marine Support,HSE,Environmental Officer,4,11.4,Current
1982,CTR-01982,Contractor,WestCo Services Ltd,Projects,QA/QC Inspector,3,11.8,Current
1983,EMP-01983,Employee,None,Drilling,Derrickhand,3,10.6,Current
1984,EMP-01984,Employee,None,Security,Security Officer,3,3.0,Current
1985,CTR-01985,Contractor,Delta Industrial Services,Projects,Construction Supervisor,3,2.1,Current
1986,EMP-01986,Employee,None,Logistics,Warehouse Technician,2,3.5,Current
1987,EMP-01987,Employee,None,Security,Security Supervisor,3,5.2,Current
1988,CTR-01988,Contractor,SafeBuild Engineering,Logistics,Driver,1,1.4,Current
1989,EMP-01989,Employee,None,Logistics,Driver,2,5.8,Due within 30 days
1990,EMP-01990,Employee,None,Security,Security Supervisor,2,3.7,Incomplete
1991,EMP-01991,Employee,None,Projects,Construction Supervisor,1,1.4,Current
1992,EMP-01992,Employee,None,Marine,Deck Officer,2,1.5,Current
1993,EMP-01993,Employee,None,Drilling,Derrickhand,4,6.0,Due within 30 days
1994,CTR-01994,Contractor,Integrated Drilling Services,Logistics,Forklift Operator,3,3.7,Due within 30 days
1995,EMP-01995,Employee,None,Projects,QA/QC Inspector,4,6.1,Current
1996,EMP-01996,Employee,None,Logistics,Warehouse Technician,3,2.1,Current
1997,CTR-01997,Contractor,Prime Offshore Contractors,Projects,Construction Supervisor,3,9.5,Due within 30 days
1998,EMP-01998,Employee,None,Drilling,Derrickhand,5,8.0,Incomplete
1999,CTR-01999,Contractor,Prime Offshore Contractors,Operations,Control Room Operator,4,1.4,Current
2000,EMP-02000,Employee,None,Marine,Deck Officer,2,3.5,Incomplete
2001,EMP-02001,Employee,None,Engineering,Mechanical Engineer,2,2.8,Current
2002,CTR-02002,Contractor,Integrated Drilling Services,Engineering,Electrical Engineer,2,2.6,Current
2003,CTR-02003,Contractor,PetroMaint Solutions,Laboratory,Chemist,3,9.9,Current
2004,CTR-02004,Contractor,Prime Offshore Contractors,Drilling,Drilling Supervisor,2,4.7,Current
2005,EMP-02005,Employee,None,Maintenance,Mechanical Technician,4,8.6,Current
2006,CTR-02006,Contractor,Delta Industrial Services,Projects,QA/QC Inspector,2,7.3,Current
2007,CTR-02007,Contractor,Coastal Logistics Ltd,Drilling,Assistant Driller,2,4.4,Incomplete
2008,CTR-02008,Contractor,WestCo Services Ltd,HSE,Occupational Health Officer,2,3.5,Incomplete
2009,CTR-02009,Contractor,SafeBuild Engineering,Maintenance,Instrument Technician,2,9.2,Current
2010,EMP-02010,Employee,None,Operations,Control Room Operator,3,5.4,Current
2011,CTR-02011,Contractor,Delta Industrial Services,Maintenance,Electrical Technician,3,1.0,Current
2012,EMP-02012,Employee,None,Projects,Project Engineer,2,2.4,Current
2013,CTR-02013,Contractor,Coastal Logistics Ltd,Security,Security Officer,4,18.9,Current
2014,CTR-02014,Contractor,Integrated Drilling Services,Maintenance,Instrument Technician,2,16.7,Current
2015,EMP-02015,Employee,None,Operations,Production Technician,3,10.6,Current
2016,EMP-02016,Employee,None,HSE,HSE Advisor,3,9.7,Expired
2017,CTR-02017,Contractor,SafeBuild Engineering,HSE,Occupational Health Officer,2,8.2,Current
2018,EMP-02018,Employee,None,Projects,Project Engineer,2,3.5,Due within 30 days
2019,EMP-02019,Employee,None,Maintenance,Electrical Technician,5,15.6,Current
2020,EMP-02020,Employee,None,Security,Security Supervisor,4,4.7,Expired
2021,EMP-02021,Employee,None,Engineering,Reliability Engineer,1,1.0,Expired
2022,EMP-02022,Employee,None,Drilling,Roustabout,2,1.3,Current
2023,EMP-02023,Employee,None,Laboratory,Laboratory Technician,1,5.3,Current
2024,EMP-02024,Employee,None,Marine,Deck Crew,5,12.1,Expired
2025,EMP-02025,Employee,None,HSE,HSE Officer,2,2.7,Due within 30 days
2026,CTR-02026,Contractor,Delta Industrial Services,Marine,Marine Supervisor,3,13.2,Current
2027,CTR-02027,Contractor,Delta Industrial Services,Marine,Deck Officer,3,14.8,Current
2028,EMP-02028,Employee,None,Operations,Control Room Operator,2,0.2,Expired
2029,EMP-02029,Employee,None,Drilling,Driller,1,3.9,Current
2030,EMP-02030,Employee,None,Operations,Operations Supervisor,2,13.3,Current
2031,CTR-02031,Contractor,Atlantic Marine Support,Security,Security Supervisor,4,9.4,Expired
2032,EMP-02032,Employee,None,Projects,QA/QC Inspector,2,3.8,Current
2033,CTR-02033,Contractor,Delta Industrial Services,HSE,HSE Advisor,2,4.5,Current
2034,CTR-02034,Contractor,Prime Offshore Contractors,HSE,HSE Advisor,2,7.2,Due within 30 days
2035,EMP-02035,Employee,None,Logistics,Forklift Operator,1,2.8,Expired
2036,EMP-02036,Employee,None,Logistics,Forklift Operator,3,6.0,Current
2037,CTR-02037,Contractor,Coastal Logistics Ltd,Logistics,Forklift Operator,3,4.3,Current
2038,CTR-02038,Contractor,Prime Offshore Contractors,Logistics,Warehouse Technician,2,2.5,Current
2039,EMP-02039,Employee,None,Drilling,Derrickhand,2,5.6,Current
2040,EMP-02040,Employee,None,Marine,Marine Technician,2,4.4,Due within 30 days
2041,CTR-02041,Contractor,Delta Industrial Services,Projects,Project Engineer,2,5.3,Current
2042,CTR-02042,Contractor,PetroMaint Solutions,Operations,Production Technician,3,12.5,Current
2043,CTR-02043,Contractor,Coastal Logistics Ltd,HSE,Occupational Health Officer,2,3.5,Current
2044,EMP-02044,Employee,None,Marine,Deck Officer,4,2.6,Current
2045,CTR-02045,Contractor,WestCo Services Ltd,Operations,Control Room Operator,3,13.9,Current
2046,CTR-02046,Contractor,Coastal Logistics Ltd,Laboratory,Laboratory Technician,4,4.8,Current
2047,EMP-02047,Employee,None,Operations,Production Technician,2,4.6,Current
2048,EMP-02048,Employee,None,Marine,Crane Operator,2,4.1,Current
2049,EMP-02049,Employee,None,Operations,Process Operator,4,15.1,Due within 30 days
2050,CTR-02050,Contractor,PetroMaint Solutions,Laboratory,Laboratory Technician,5,8.6,Due within 30 days
2051,EMP-02051,Employee,None,Marine,Marine Technician,3,9.6,Current
2052,CTR-02052,Contractor,Coastal Logistics Ltd,Logistics,Forklift Operator,3,9.7,Incomplete
2053,CTR-02053,Contractor,Delta Industrial Services,Operations,Control Room Operator,3,4.9,Expired
2054,CTR-02054,Contractor,Delta Industrial Services,Engineering,Mechanical Engineer,3,9.1,Current
2055,EMP-02055,Employee,None,Logistics,Forklift Operator,4,10.7,Current
2056,EMP-02056,Employee,None,Projects,Field Engineer,2,7.2,Due within 30 days
2057,CTR-02057,Contractor,Integrated Drilling Services,Laboratory,Chemist,4,10.2,Current
2058,EMP-02058,Employee,None,Logistics,Warehouse Technician,3,2.1,Incomplete
2059,CTR-02059,Contractor,PetroMaint Solutions,Logistics,Forklift Operator,3,1.6,Current
2060,CTR-02060,Contractor,SafeBuild Engineering,Logistics,Warehouse Technician,3,12.2,Current
2061,CTR-02061,Contractor,PetroMaint Solutions,Projects,QA/QC Inspector,2,0.5,Due within 30 days
2062,EMP-02062,Employee,None,Engineering,Mechanical Engineer,2,8.3,Due within 30 days
2063,CTR-02063,Contractor,Atlantic Marine Support,Logistics,Driver,3,5.9,Current
2064,EMP-02064,Employee,None,Operations,Production Technician,3,2.5,Current
2065,EMP-02065,Employee,None,Maintenance,Electrical Technician,2,3.4,Current
2066,EMP-02066,Employee,None,Projects,Construction Supervisor,4,12.4,Current
2067,EMP-02067,Employee,None,Maintenance,Instrument Technician,2,3.7,Current
2068,EMP-02068,Employee,None,Drilling,Drilling Supervisor,2,3.3,Current
2069,EMP-02069,Employee,None,Laboratory,Chemist,3,16.8,Current
2070,EMP-02070,Employee,None,Engineering,Reliability Engineer,3,10.6,Expired
2071,EMP-02071,Employee,None,Security,Security Supervisor,3,1.7,Current
2072,EMP-02072,Employee,None,Maintenance,Electrical Technician,2,1.7,Current
2073,EMP-02073,Employee,None,HSE,Occupational Health Officer,2,0.5,Current
2074,EMP-02074,Employee,None,Operations,Control Room Operator,2,9.1,Current
2075,EMP-02075,Employee,None,Operations,Process Operator,4,27.5,Current
2076,CTR-02076,Contractor,Integrated Drilling Services,Laboratory,Laboratory Technician,3,8.4,Expired
2077,CTR-02077,Contractor,Coastal Logistics Ltd,Logistics,Driver,4,3.3,Current
2078,EMP-02078,Employee,None,Projects,Construction Supervisor,2,1.8,Current
2079,CTR-02079,Contractor,Coastal Logistics Ltd,Security,Security Supervisor,2,1.5,Current
2080,EMP-02080,Employee,None,Marine,Crane Operator,2,5.9,Current
2081,EMP-02081,Employee,None,Marine,Crane Operator,3,5.1,Current
2082,EMP-02082,Employee,None,Drilling,Assistant Driller,3,4.5,Incomplete
2083,CTR-02083,Contractor,Prime Offshore Contractors,Operations,Process Operator,3,3.4,Current
2084,EMP-02084,Employee,None,Marine,Crane Operator,4,6.1,Due within 30 days
2085,EMP-02085,Employee,None,Projects,Construction Supervisor,2,8.2,Expired
2086,EMP-02086,Employee,None,Operations,Production Technician,1,1.2,Current
2087,CTR-02087,Contractor,Coastal Logistics Ltd,Marine,Deck Crew,2,6.4,Current
2088,CTR-02088,Contractor,PetroMaint Solutions,Laboratory,Sampling Technician,2,5.9,Expired
2089,CTR-02089,Contractor,Coastal Logistics Ltd,HSE,Environmental Officer,3,4.0,Current
2090,EMP-02090,Employee,None,Marine,Deck Officer,3,14.8,Current
2091,CTR-02091,Contractor,Delta Industrial Services,Operations,Operations Supervisor,1,1.6,Current
2092,EMP-02092,Employee,None,Engineering,Electrical Engineer,2,6.6,Current
2093,CTR-02093,Contractor,Prime Offshore Contractors,Engineering,Mechanical Engineer,1,1.0,Current
2094,EMP-02094,Employee,None,Marine,Crane Operator,3,14.7,Expired
2095,EMP-02095,Employee,None,Engineering,Mechanical Engineer,2,4.6,Due within 30 days
2096,EMP-02096,Employee,None,Marine,Marine Technician,2,2.0,Current
2097,CTR-02097,Contractor,Integrated Drilling Services,Logistics,Forklift Operator,2,2.6,Current
2098,EMP-02098,Employee,None,Marine,Deck Crew,1,1.4,Expired
2099,EMP-02099,Employee,None,Logistics,Driver,2,13.9,Current
2100,EMP-02100,Employee,None,Drilling,Roustabout,5,2.3,Current
2101,EMP-02101,Employee,None,Logistics,Logistics Coordinator,2,15.7,Current
2102,CTR-02102,Contractor,PetroMaint Solutions,Marine,Deck Officer,3,4.9,Current
2103,CTR-02103,Contractor,Atlantic Marine Support,Marine,Crane Operator,4,8.2,Current
2104,EMP-02104,Employee,None,Projects,Field Engineer,3,1.0,Current
2105,EMP-02105,Employee,None,Projects,QA/QC Inspector,3,4.4,Current
2106,EMP-02106,Employee,None,Marine,Deck Crew,5,5.7,Current
2107,EMP-02107,Employee,None,Engineering,Reliability Engineer,4,11.0,Current
2108,CTR-02108,Contractor,Delta Industrial Services,Drilling,Assistant Driller,1,1.3,Current
2109,CTR-02109,Contractor,Integrated Drilling Services,Drilling,Driller,3,2.8,Current
2110,CTR-02110,Contractor,WestCo Services Ltd,HSE,Occupational Health Officer,2,9.9,Incomplete
2111,CTR-02111,Contractor,Prime Offshore Contractors,Operations,Operations Supervisor,1,6.6,Current
2112,EMP-02112,Employee,None,Drilling,Drilling Supervisor,3,7.0,Current
2113,CTR-02113,Contractor,Delta Industrial Services,HSE,Occupational Health Officer,4,10.5,Due within 30 days
2114,CTR-02114,Contractor,Atlantic Marine Support,Marine,Deck Crew,2,5.7,Current
2115,EMP-02115,Employee,None,Operations,Control Room Operator,3,4.0,Current
2116,CTR-02116,Contractor,Prime Offshore Contractors,Security,Security Supervisor,3,12.0,Expired
2117,CTR-02117,Contractor,SafeBuild Engineering,Operations,Control Room Operator,2,2.8,Current
2118,CTR-02118,Contractor,Atlantic Marine Support,Operations,Production Technician,3,3.7,Current
2119,EMP-02119,Employee,None,Logistics,Warehouse Technician,2,2.3,Current
2120,CTR-02120,Contractor,Delta Industrial Services,Security,Security Officer,2,5.8,Current
2121,CTR-02121,Contractor,Prime Offshore Contractors,Engineering,Electrical Engineer,2,2.4,Current
2122,EMP-02122,Employee,None,Drilling,Driller,4,3.6,Incomplete
2123,CTR-02123,Contractor,Coastal Logistics Ltd,Marine,Deck Officer,3,4.7,Current
2124,EMP-02124,Employee,None,Projects,QA/QC Inspector,2,7.2,Current
2125,EMP-02125,Employee,None,Drilling,Roustabout,2,15.7,Current
2126,EMP-02126,Employee,None,Engineering,Mechanical Engineer,2,4.1,Current
2127,EMP-02127,Employee,None,HSE,Occupational Health Officer,2,3.9,Current
2128,EMP-02128,Employee,None,Engineering,Process Engineer,3,2.9,Due within 30 days
2129,EMP-02129,Employee,None,Engineering,Electrical Engineer,3,15.4,Current
2130,CTR-02130,Contractor,WestCo Services Ltd,Projects,Construction Supervisor,2,1.9,Current
2131,CTR-02131,Contractor,Delta Industrial Services,Maintenance,Maintenance Supervisor,3,9.6,Incomplete
2132,CTR-02132,Contractor,Atlantic Marine Support,Laboratory,Chemist,4,5.8,Current
2133,EMP-02133,Employee,None,Engineering,Mechanical Engineer,2,5.4,Current
2134,EMP-02134,Employee,None,Operations,Operations Supervisor,3,3.6,Current
2135,EMP-02135,Employee,None,Laboratory,Laboratory Technician,2,6.9,Current
2136,EMP-02136,Employee,None,Marine,Crane Operator,2,6.1,Incomplete
2137,CTR-02137,Contractor,Delta Industrial Services,Drilling,Roustabout,2,3.7,Current
2138,CTR-02138,Contractor,Delta Industrial Services,Engineering,Reliability Engineer,2,6.9,Expired
2139,CTR-02139,Contractor,Atlantic Marine Support,Logistics,Forklift Operator,3,8.4,Current
2140,CTR-02140,Contractor,Prime Offshore Contractors,Maintenance,Maintenance Supervisor,2,7.1,Current
2141,CTR-02141,Contractor,Prime Offshore Contractors,Projects,Project Engineer,3,12.3, incomplete 
2142,EMP-02142,Employee,None,HSE,HSE Officer,2,6.1,Due within 30 days
2143,EMP-02143,Employee,None,Marine,Deck Crew,4,18.0,Current
2144,EMP-02144,Employee,None,Engineering,Mechanical Engineer,3,22.7,Current
2145,EMP-02145,Employee,None,Engineering,Process Engineer,3,10.8,Current
2146,EMP-02146,Employee,None,Marine,Deck Crew,4,8.7,Current
2147,CTR-02147,Contractor,WestCo Services Ltd,Maintenance,Mechanical Technician,2,2.4,Current
2148,EMP-02148,Employee,None,Operations,Operations Supervisor,2,3.7,Incomplete
2149,CTR-02149,Contractor,Coastal Logistics Ltd,Engineering,Electrical Engineer,3,4.0,Current
2150,EMP-02150,Employee,None,Marine,Deck Crew,2,1.2,Current
2151,CTR-02151,Contractor,Coastal Logistics Ltd,Laboratory,Chemist,5,9.8,Current
2152,EMP-02152,Employee,None,Maintenance,Maintenance Supervisor,2,12.8,Current
2153,EMP-02153,Employee,None,Operations,Control Room Operator,5,8.1,Current
2154,EMP-02154,Employee,None,Logistics,Logistics Coordinator,3,1.8,Current
2155,EMP-02155,Employee,None,Logistics,Forklift Operator,4,10.8,Expired
2156,EMP-02156,Employee,None,Security,Security Officer,3,4.0,Current
2157,CTR-02157,Contractor,Coastal Logistics Ltd,Security,Security Supervisor,3,10.6,Due within 30 days
2158,EMP-02158,Employee,None,Operations,Control Room Operator,1,5.4,Current
2159,EMP-02159,Employee,None,Laboratory,Sampling Technician,2,5.7,Expired
2160,EMP-02160,Employee,None,Engineering,Reliability Engineer,3,12.8,Current
2161,EMP-02161,Employee,None,Operations,Control Room Operator,3,7.2,Current
2162,CTR-02162,Contractor,Integrated Drilling Services,Laboratory,Laboratory Technician,3,8.0,Current
2163,EMP-02163,Employee,None,Operations,Control Room Operator,2,6.8,Expired
2164,EMP-02164,Employee,None,Maintenance,Maintenance Supervisor,2,6.0,Incomplete
2165,EMP-02165,Employee,None,Maintenance,Maintenance Supervisor,3,10.5,Current
2166,CTR-02166,Contractor,Coastal Logistics Ltd,Operations,Control Room Operator,2,6.6,Incomplete
2167,EMP-02167,Employee,None,Engineering,Reliability Engineer,3,2.3,Current
2168,CTR-02168,Contractor,Delta Industrial Services,Logistics,Warehouse Technician,2,2.0,Current
2169,EMP-02169,Employee,None,Security,Security Supervisor,3,4.5,Current
2170,EMP-02170,Employee,None,HSE,Occupational Health Officer,1,4.6,Due within 30 days
2171,EMP-02171,Employee,None,Projects,Project Engineer,3,12.7,Current
2172,CTR-02172,Contractor,Coastal Logistics Ltd,Operations,Production Technician,2,2.9,Incomplete
2173,EMP-02173,Employee,None,Drilling,Roustabout,3,5.8,Current
2174,CTR-02174,Contractor,SafeBuild Engineering,Security,Security Supervisor,4,12.3,Current
2175,CTR-02175,Contractor,Atlantic Marine Support,Laboratory,Laboratory Technician,3,3.8,Current
2176,EMP-02176,Employee,None,Logistics,Warehouse Technician,3,6.5,Current
2177,CTR-02177,Contractor,Atlantic Marine Support,Drilling,Drilling Supervisor,2,2.9,Expired
2178,EMP-02178,Employee,None,Engineering,Electrical Engineer,2,7.3,Expired
2179,CTR-02179,Contractor,PetroMaint Solutions,Marine,Marine Supervisor,3,10.4,Current
2180,CTR-02180,Contractor,WestCo Services Ltd,Logistics,Forklift Operator,4,8.6,Incomplete
2181,EMP-02181,Employee,None,Operations,Process Operator,3,1.8,Current
2182,CTR-02182,Contractor,Atlantic Marine Support,Laboratory,Laboratory Technician,3,7.8,Current
2183,EMP-02183,Employee,None,Marine,Deck Officer,3,8.0,Current
2184,EMP-02184,Employee,None,Laboratory,Laboratory Technician,3,8.1,Current
2185,EMP-02185,Employee,None,Drilling,Driller,4,9.2,Current
2186,EMP-02186,Employee,None,Drilling,Roustabout,1,1.2,Due within 30 days
2187,EMP-02187,Employee,None,Maintenance,Electrical Technician,4,9.3,Current
2188,CTR-02188,Contractor,Integrated Drilling Services,Security,Security Supervisor,5,20.1,Current
2189,CTR-02189,Contractor,Integrated Drilling Services,Drilling,Driller,3,3.6,Current
2190,EMP-02190,Employee,None,HSE,HSE Officer,3,16.4,Expired
2191,EMP-02191,Employee,None,Laboratory,Sampling Technician,2,6.2,Current
2192,CTR-02192,Contractor,SafeBuild Engineering,Maintenance,Mechanical Technician,3,5.5,Due within 30 days
2193,EMP-02193,Employee,None,Operations,Production Technician,2,5.2,Current
2194,CTR-02194,contractor,Prime Offshore Contractors,Engineering,Electrical Engineer,2,1.3,Incomplete
2195,EMP-02195,Employee,None,Operations,Production Technician,1,1.4,Current
2196,CTR-02196,Contractor,Prime Offshore Contractors,Logistics,Driver,2,7.9,Current
2197,EMP-02197,Employee,None,Drilling,Driller,3,7.4,Current
2198,EMP-02198,Employee,None,Drilling,Driller,5,12.2,Current
2199,CTR-02199,Contractor,Integrated Drilling Services,Laboratory,Laboratory Technician,2,4.3,Current
2200,CTR-02200,Contractor,Atlantic Marine Support,Maintenance,Electrical Technician,2,7.2,Current
2201,CTR-02201,Contractor,Integrated Drilling Services,Logistics,Logistics Coordinator,2,1.9,Current
2202,CTR-02202,Contractor,Integrated Drilling Services,Maintenance,Instrument Technician,2,2.9,Current
2203,CTR-02203,Contractor,Integrated Drilling Services,Projects,Construction Supervisor,3,0.5,Current
2204,CTR-02204,Contractor,Prime Offshore Contractors,Operations,Operations Supervisor,2,17.1,Current
2205,EMP-02205,Employee,None,Engineering,Mechanical Engineer,2,1.5,Current
2206,CTR-02206,Contractor,WestCo Services Ltd,Security,Security Officer,3,12.6,Due within 30 days
2207,EMP-02207,Employee,None,Security,Security Supervisor,3,5.7,Current
2208,EMP-02208,Employee,None,Marine,Deck Officer,2,4.8,Due within 30 days
2209,EMP-02209,Employee,None,Maintenance,Instrument Technician,3,8.1,Current
2210,EMP-02210,Employee,None,Marine,Marine Supervisor,4,13.2,Expired
2211,EMP-02211,Employee,None,Maintenance,Maintenance Supervisor,2,8.5,Current
2212,CTR-02212,Contractor,Coastal Logistics Ltd,Engineering,Electrical Engineer,2,14.3,Current
2213,CTR-02213,Contractor,Delta Industrial Services,Operations,Process Operator,2,6.0,Current
2214,EMP-02214,Employee,None,Engineering,Reliability Engineer,3,4.2,Current
2215,EMP-02215,Employee,None,Drilling,Roustabout,3,9.5,Current
2216,CTR-02216,Contractor,SafeBuild Engineering,Engineering,Mechanical Engineer,2,0.8,Current
2217,EMP-02217,Employee,None,Operations,Process Operator,3,8.4,Due within 30 days
2218,CTR-02218,Contractor,Delta Industrial Services,Engineering,Electrical Engineer,2,6.5,Due within 30 days
2219,EMP-02219,Employee,None,Logistics,Logistics Coordinator,2,5.5,Current
2220,CTR-02220,Contractor,Integrated Drilling Services,Laboratory,Chemist,2,4.7,Current
2221,CTR-02221,Contractor,Coastal Logistics Ltd,Operations,Process Operator,3,3.9,Current
2222,CTR-02222,Contractor,Prime Offshore Contractors,Laboratory,Sampling Technician,4,9.5,Current
2223,EMP-02223,Employee,None,Security,Security Officer,3,4.9,Incomplete
2224,CTR-02224,Contractor,PetroMaint Solutions,Marine,Deck Officer,4,7.7,Current
2225,CTR-02225,Contractor,Atlantic Marine Support,Maintenance,Mechanical Technician,2,1.6,Current
2226,CTR-02226,Contractor,Atlantic Marine Support,Laboratory,Chemist,3,10.3,Expired
2227,EMP-02227,Employee,None,Projects,Construction Supervisor,2,6.0,Current
2228,CTR-02228,Contractor,Delta Industrial Services,Operations,Control Room Operator,5,5.2,Incomplete
2229,EMP-02229,Employee,None,Security,Security Supervisor,2,2.4,Current
2230,CTR-02230,Contractor,PetroMaint Solutions,Marine,Marine Supervisor,2,9.3,Current
2231,EMP-02231,Employee,None,Projects,QA/QC Inspector,3,2.7,Current
2232,EMP-02232,Employee,None,HSE,HSE Officer,3,9.6,Due within 30 days
2233,CTR-02233,Contractor,Atlantic Marine Support,Marine,Marine Technician,3,6.8,Current
2234,EMP-02234,Employee,None,Logistics,Warehouse Technician,4,8.0,Current
2235,EMP-02235,Employee,None,Operations,Operations Supervisor,4,26.4,Incomplete
2236,EMP-02236,Employee,None,Projects,Project Engineer,2,3.9,Current
2237,EMP-02237,Employee,None,Projects,Project Engineer,1,1.9,Current
2238,EMP-02238,Employee,None,HSE,HSE Officer,4,1.2,Current
2239,EMP-02239,Employee,None,Logistics,Forklift Operator,1,5.7,Current
2240,EMP-02240,Employee,None,Drilling,Driller,2,10.2,Current
2241,CTR-02241,Contractor,WestCo Services Ltd,Marine,Deck Officer,4,4.3,Due within 30 days
2242,CTR-02242,Contractor,Atlantic Marine Support,HSE,Occupational Health Officer,2,7.4,Expired
2243,EMP-02243,Employee,None,Security,Security Supervisor,3,5.3,Current
2244,EMP-02244,Employee,None,Operations,Operations Supervisor,1,3.3,Current
2245,CTR-02245,Contractor,WestCo Services Ltd,Engineering,Process Engineer,3,4.3,Expired
2246,CTR-02246,Contractor,Delta Industrial Services,Logistics,Driver,1,1.6,Current
2247,CTR-02247,Contractor,Integrated Drilling Services,HSE,HSE Officer,3,5.4,Current
2248,CTR-02248,Contractor,Delta Industrial Services,Operations,Process Operator,1,5.8,Current
2249,EMP-02249,Employee,None,Operations,Operations Supervisor,3,3.6,Current
2250,EMP-02250,Employee,None,Maintenance,Mechanical Technician,4,5.2,Current
2251,CTR-02251,Contractor,Atlantic Marine Support,HSE,HSE Advisor,2,0.7,Current
2252,CTR-02252,Contractor,WestCo Services Ltd,Drilling,Driller,2,4.4,Current
2253,CTR-02253,Contractor,SafeBuild Engineering,HSE,Occupational Health Officer,3,17.3,Current
2254,CTR-02254,Contractor,Delta Industrial Services,Marine,Deck Crew,2,11.9,Due within 30 days
2255,CTR-02255,Contractor,SafeBuild Engineering,Logistics,Forklift Operator,4,15.9,Expired
2256,EMP-02256,Employee,None,Marine,Marine Technician,1,0.6,Current
2257,CTR-02257,Contractor,Integrated Drilling Services,Security,Security Supervisor,2,5.3,Current
2258,EMP-02258,Employee,None,Operations,Process Operator,2,17.2,Current
2259,EMP-02259,Employee,None,HSE,Environmental Officer,4,9.4,Current
2260,CTR-02260,Contractor,PetroMaint Solutions,Logistics,Forklift Operator,2,2.5,Current
2261,CTR-02261,Contractor,Atlantic Marine Support,Projects,Project Engineer,2,10.4,Expired
